Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
TAAR9,current symbol,MGI:3527454,Taar9,trace amine-associated receptor 9,protein coding gene
TACR1,current symbol,MGI:98475,Tacr1,tachykinin receptor 1,protein coding gene
TACR2,current symbol,MGI:98477,Tacr2,tachykinin receptor 2,protein coding gene
TACR3,current symbol,MGI:892968,Tacr3,tachykinin receptor 3,protein coding gene
TACSTD2,current symbol,MGI:1861606,Tacstd2,tumor-associated calcium signal transducer 2,protein coding gene
TAOK2,current symbol,MGI:1915919,Taok2,TAO kinase 2,protein coding gene
TAPT1,current symbol,MGI:2683537,Tapt1,transmembrane anterior posterior transformation 1,protein coding gene
TAS1R1,current symbol,MGI:1927505,Tas1r1,"taste receptor, type 1, member 1",protein coding gene
TAS1R2,current symbol,MGI:1933546,Tas1r2,"taste receptor, type 1, member 2",protein coding gene
SAC,old symbol,MGI:1933547,Tas1r3,"taste receptor, type 1, member 3",protein coding gene
TAS2R13,rat symbol,MGI:2681171,Tas2r102,"taste receptor, type 2, member 102",protein coding gene
TAS2R10,old symbol,MGI:1890257,Tas2r103,"taste receptor, type 2, member 103",protein coding gene
TAS2R10,rat synonym,MGI:2681207,Tas2r107,"taste receptor, type 2, member 107",protein coding gene
TAS2R9,synonym,MGI:2681214,Tas2r109,"taste receptor, type 2, member 109",protein coding gene
TAS2R10,synonym,MGI:2681216,Tas2r110,"taste receptor, type 2, member 110",protein coding gene
TAS2R13,synonym,MGI:2681217,Tas2r113,"taste receptor, type 2, member 113",protein coding gene
TAS2R10,human symbol,MGI:2681218,Tas2r114,"taste receptor, type 2, member 114",protein coding gene
TAS2R14,old symbol,MGI:1890258,Tas2r116,"taste receptor, type 2, member 116",protein coding gene
TAS2R16,rat synonym,MGI:2681247,Tas2r118,"taste receptor, type 2, member 118",protein coding gene
TAS2R1,rat synonym,MGI:2681253,Tas2r119,"taste receptor, type 2, member 119",protein coding gene
TAS2R46,human symbol,MGI:2681256,Tas2r120,"taste receptor, type 2, member 120",protein coding gene
TAS2R13,rat synonym,MGI:2681259,Tas2r121,"taste receptor, type 2, member 121",protein coding gene
TAS2R14,rat synonym,MGI:2681264,Tas2r123,"taste receptor, type 2, member 123",protein coding gene
TAS2R41,rat synonym,MGI:2681273,Tas2r126,"taste receptor, type 2, member 126",protein coding gene
TAS2R7,rat synonym,MGI:2681278,Tas2r130,"taste receptor, type 2, member 130",protein coding gene
TAS2R42,human symbol,MGI:2681280,Tas2r131,"taste receptor, type 2, member 131",protein coding gene
TAS2R60,human symbol,MGI:2681302,Tas2r135,"taste receptor, type 2, member 135",protein coding gene
TAS2R44,human synonym,MGI:2681304,Tas2r136,"taste receptor, type 2, member 136",protein coding gene
TAS2R38,synonym,MGI:2681306,Tas2r138,"taste receptor, type 2, member 138",protein coding gene
TAS2R39,synonym,MGI:2681308,Tas2r139,"taste receptor, type 2, member 139",protein coding gene
TAS2R13,old symbol,MGI:2681298,Tas2r140,"taste receptor, type 2, member 140",protein coding gene
TAS2R41,synonym,MGI:2681322,Tas2r141-ps4,"taste receptor, type 2, member 141, pseudogene 4",pseudogene
TAS2R42,synonym,MGI:2681324,Tas2r142-ps5,"taste receptor, type 2, member 142, pseudogene 5",pseudogene
TAS2R43,synonym,MGI:2681310,Tas2r143,"taste receptor, type 2, member 143",protein coding gene
TAS2R40,rat synonym,MGI:2681312,Tas2r144,"taste receptor, type 2, member 144",protein coding gene
TAS2R45,synonym,MGI:2681320,Tas2r145-ps3,"taste receptor, type 2, member 145, pseudogene 3",pseudogene
TAS2R46,synonym,MGI:2681315,Tas2r146-ps1,"taste receptor, type 2, member 146, pseudogene 1",pseudogene
TBC1D20,current symbol,MGI:1914481,Tbc1d20,"TBC1 domain family, member 20",protein coding gene
TBC1D4,current symbol,MGI:2429660,Tbc1d4,"TBC1 domain family, member 4",protein coding gene
TBXA2R,current symbol,MGI:98496,Tbxa2r,thromboxane A2 receptor,protein coding gene
TCIRG1,current symbol,MGI:1350931,Tcirg1,"T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",protein coding gene
TCTA,current symbol,MGI:1918829,Tcta,T cell leukemia translocation altered gene,protein coding gene
TCTN3,current symbol,MGI:1914840,Tctn3,tectonic family member 3,protein coding gene
CR1,synonym,MGI:98658,Tdgf1,teratocarcinoma-derived growth factor 1,protein coding gene
GPSN2,old symbol,MGI:1915408,Tecr,"trans-2,3-enoyl-CoA reductase",protein coding gene
SRD5A2L2,old symbol,MGI:2444966,Tecrl,"trans-2,3-enoyl-CoA reductase-like",protein coding gene
TEDDM1,old symbol,MGI:2668439,Teddm1a,transmembrane epididymal protein 1A,protein coding gene
TEDDM1,human symbol,MGI:3646829,Teddm1b,transmembrane epididymal protein 1B,protein coding gene
TEDDM1,"frog, western clawed symbol",MGI:1913811,Teddm3,transmembrane epididymal family member 3,protein coding gene
TEK,current symbol,MGI:98664,Tek,endothelial-specific receptor tyrosine kinase,protein coding gene
ODZ1,old symbol,MGI:1345185,Tenm1,teneurin transmembrane protein 1,protein coding gene
TEX2,current symbol,MGI:102465,Tex2,testis expressed gene 2,protein coding gene
TEX261,current symbol,MGI:1096575,Tex261,testis expressed gene 261,protein coding gene
TEX28,current symbol,MGI:2686384,Tex28,testis expressed 28,protein coding gene
C13orf16,human synonym,MGI:1922778,Tex29,testis expressed 29,protein coding gene
TFR2,current symbol,MGI:1354956,Tfr2,transferrin receptor 2,protein coding gene
TFRC,current symbol,MGI:98822,Tfrc,transferrin receptor,protein coding gene
SMO,synonym,MGI:3693107,Tg(KRT5-SMO)#Fjs,"transgene insertion #, Frederic J de Sauvage",transgene
TGFA,current symbol,MGI:98724,Tgfa,transforming growth factor alpha,protein coding gene
TGFBR1,current symbol,MGI:98728,Tgfbr1,"transforming growth factor, beta receptor I",protein coding gene
TGFBR2,current symbol,MGI:98729,Tgfbr2,"transforming growth factor, beta receptor II",protein coding gene
TGFBR3,current symbol,MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",protein coding gene
THBD,current symbol,MGI:98736,Thbd,thrombomodulin,protein coding gene
TPO,synonym,MGI:101875,Thpo,thrombopoietin,protein coding gene
THSD1,current symbol,MGI:1929096,Thsd1,"thrombospondin, type I, domain 1",protein coding gene
CD7,rat synonym,MGI:98747,Thy1,"thymus cell antigen 1, theta",protein coding gene
TIE1,current symbol,MGI:99906,Tie1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,protein coding gene
VSTM3,old symbol,MGI:3642260,Tigit,T cell immunoreceptor with Ig and ITIM domains,protein coding gene
TIMD4,current symbol,MGI:2445125,Timd4,T cell immunoglobulin and mucin domain containing 4,protein coding gene
C18orf55,human synonym,MGI:1920595,Timm21,tranlocase of inner mitochondrial membrane 21,protein coding gene
TIMM23,current symbol,MGI:1858317,Timm23,translocase of inner mitochondrial membrane 23,protein coding gene
MAL,synonym,MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,protein coding gene
TLCD1,current symbol,MGI:1915572,Tlcd1,TLC domain containing 1,protein coding gene
TLR1,current symbol,MGI:1341295,Tlr1,toll-like receptor 1,protein coding gene
TLR2,current symbol,MGI:1346060,Tlr2,toll-like receptor 2,protein coding gene
TLR3,current symbol,MGI:2156367,Tlr3,toll-like receptor 3,protein coding gene
TLR4,current symbol,MGI:96824,Tlr4,toll-like receptor 4,protein coding gene
TLR5,current symbol,MGI:1858171,Tlr5,toll-like receptor 5,protein coding gene
TLR6,current symbol,MGI:1341296,Tlr6,toll-like receptor 6,protein coding gene
TLR7,current symbol,MGI:2176882,Tlr7,toll-like receptor 7,protein coding gene
TLR8,current symbol,MGI:2176887,Tlr8,toll-like receptor 8,protein coding gene
TM2D1,current symbol,MGI:2137022,Tm2d1,TM2 domain containing 1,protein coding gene
TM2D2,current symbol,MGI:1916992,Tm2d2,TM2 domain containing 2,protein coding gene
TM2D3,current symbol,MGI:1915884,Tm2d3,TM2 domain containing 3,protein coding gene
TM4SF1,current symbol,MGI:104678,Tm4sf1,transmembrane 4 superfamily member 1,protein coding gene
TM4SF19,current symbol,MGI:3645933,Tm4sf19,transmembrane 4 L six family member 19,protein coding gene
TM4SF20,current symbol,MGI:1913511,Tm4sf20,transmembrane 4 L six family member 20,protein coding gene
TM4SF4,current symbol,MGI:2385173,Tm4sf4,transmembrane 4 superfamily member 4,protein coding gene
TM4SF5,current symbol,MGI:1922854,Tm4sf5,transmembrane 4 superfamily member 5,protein coding gene
TM6SF1,current symbol,MGI:1933209,Tm6sf1,transmembrane 6 superfamily member 1,protein coding gene
TM6SF2,current symbol,MGI:1933210,Tm6sf2,transmembrane 6 superfamily member 2,protein coding gene
TM7SF2,current symbol,MGI:1920416,Tm7sf2,transmembrane 7 superfamily member 2,protein coding gene
TM7SF3,current symbol,MGI:1914873,Tm7sf3,transmembrane 7 superfamily member 3,protein coding gene
TM9SF1,current symbol,MGI:1921390,Tm9sf1,transmembrane 9 superfamily member 1,protein coding gene
TM9SF2,current symbol,MGI:1915309,Tm9sf2,transmembrane 9 superfamily member 2,protein coding gene
TM9SF3,current symbol,MGI:1914262,Tm9sf3,transmembrane 9 superfamily member 3,protein coding gene
TM9SF4,current symbol,MGI:2139220,Tm9sf4,transmembrane 9 superfamily protein member 4,protein coding gene
TMBIM1,current symbol,MGI:1916910,Tmbim1,transmembrane BAX inhibitor motif containing 1,protein coding gene
TMBIM4,current symbol,MGI:1915462,Tmbim4,transmembrane BAX inhibitor motif containing 4,protein coding gene
TMBIM6,current symbol,MGI:99682,Tmbim6,transmembrane BAX inhibitor motif containing 6,protein coding gene
GRINA,"frog, western clawed symbol",MGI:1922305,Tmbim7,transmembrane BAX inhibitor motif containing 7,protein coding gene
TMC1,current symbol,MGI:2151016,Tmc1,transmembrane channel-like gene family 1,protein coding gene
TMC2,current symbol,MGI:2151017,Tmc2,transmembrane channel-like gene family 2,protein coding gene
TMC4,current symbol,MGI:2669035,Tmc4,transmembrane channel-like gene family 4,protein coding gene
TMC5,current symbol,MGI:1921674,Tmc5,transmembrane channel-like gene family 5,protein coding gene
TMC6,current symbol,MGI:1098686,Tmc6,transmembrane channel-like gene family 6,protein coding gene
TMC7,current symbol,MGI:2443317,Tmc7,transmembrane channel-like gene family 7,protein coding gene
TMC8,current symbol,MGI:2669037,Tmc8,transmembrane channel-like gene family 8,protein coding gene
TMCC1,current symbol,MGI:2442368,Tmcc1,transmembrane and coiled coil domains 1,protein coding gene
TMCC2,current symbol,MGI:1916125,Tmcc2,transmembrane and coiled-coil domains 2,protein coding gene
TMCC1,old symbol,MGI:2442900,Tmcc3,transmembrane and coiled coil domains 3,protein coding gene
TMCO1,current symbol,MGI:1921173,Tmco1,transmembrane and coiled-coil domains 1,protein coding gene
TMCO2,current symbol,MGI:1916719,Tmco2,transmembrane and coiled-coil domains 2,protein coding gene
TMCO3,current symbol,MGI:2444946,Tmco3,transmembrane and coiled-coil domains 3,protein coding gene
TMCO4,current symbol,MGI:1924306,Tmco4,transmembrane and coiled-coil domains 4,protein coding gene
TMCO5A,human symbol,MGI:1914606,Tmco5,transmembrane and coiled-coil domains 5,protein coding gene
TMED1,current symbol,MGI:106201,Tmed1,transmembrane p24 trafficking protein 1,protein coding gene
TMED10,current symbol,MGI:1915831,Tmed10,transmembrane p24 trafficking protein 10,protein coding gene
TMED10,human symbol,MGI:3782198,Tmed10-ps,"transmembrane p24 trafficking protein 10, pseudogene",pseudogene
TMED3,current symbol,MGI:1913361,Tmed3,transmembrane p24 trafficking protein 3,protein coding gene
TMED7,current symbol,MGI:1913926,Tmed7,transmembrane p24 trafficking protein 7,protein coding gene
TMEFF1,current symbol,MGI:1926810,Tmeff1,transmembrane protein with EGF-like and two follistatin-like domains 1,protein coding gene
TMEFF2,current symbol,MGI:1861735,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,protein coding gene
TMEM100,current symbol,MGI:1915138,Tmem100,transmembrane protein 100,protein coding gene
TMEM101,current symbol,MGI:1923797,Tmem101,transmembrane protein 101,protein coding gene
TMEM104,current symbol,MGI:2444222,Tmem104,transmembrane protein 104,protein coding gene
TMEM106A,current symbol,MGI:1922056,Tmem106a,transmembrane protein 106A,protein coding gene
TMEM106B,current symbol,MGI:1919150,Tmem106b,transmembrane protein 106B,protein coding gene
TMEM106C,current symbol,MGI:1196384,Tmem106c,transmembrane protein 106C,protein coding gene
TMEM107,current symbol,MGI:1914160,Tmem107,transmembrane protein 107,protein coding gene
TMEM109,current symbol,MGI:1915789,Tmem109,transmembrane protein 109,protein coding gene
TMEM110,current symbol,MGI:1921500,Tmem110,transmembrane protein 110,protein coding gene
TMEM115,current symbol,MGI:1930765,Tmem115,transmembrane protein 115,protein coding gene
TMEM116,current symbol,MGI:1924712,Tmem116,transmembrane protein 116,protein coding gene
TMEM117,current symbol,MGI:2444580,Tmem117,transmembrane protein 117,protein coding gene
TMEM119,current symbol,MGI:2385228,Tmem119,transmembrane protein 119,protein coding gene
TMEM120A,current symbol,MGI:2686991,Tmem120a,transmembrane protein 120A,protein coding gene
TMEM121,current symbol,MGI:1916445,Tmem121,transmembrane protein 121,protein coding gene
TMEM123,current symbol,MGI:1919179,Tmem123,transmembrane protein 123,protein coding gene
TMEM125,current symbol,MGI:1923409,Tmem125,transmembrane protein 125,protein coding gene
TMEM126A,current symbol,MGI:1913521,Tmem126a,transmembrane protein 126A,protein coding gene
TMEM126B,current symbol,MGI:1915722,Tmem126b,transmembrane protein 126B,protein coding gene
TMEM127,current symbol,MGI:1916720,Tmem127,transmembrane protein 127,protein coding gene
TMEM128,current symbol,MGI:1913559,Tmem128,transmembrane protein 128,protein coding gene
TMEM129,current symbol,MGI:1915616,Tmem129,transmembrane protein 129,protein coding gene
TMEM130,current symbol,MGI:3607706,Tmem130,transmembrane protein 130,protein coding gene
TMEM132A,current symbol,MGI:2147810,Tmem132a,transmembrane protein 132A,protein coding gene
TMEM132B,current symbol,MGI:3609245,Tmem132b,transmembrane protein 132B,protein coding gene
TMEM132D,current symbol,MGI:3044963,Tmem132d,transmembrane protein 132D,protein coding gene
TMEM132E,current symbol,MGI:2685490,Tmem132e,transmembrane protein 132E,protein coding gene
TMEM134,current symbol,MGI:1914240,Tmem134,transmembrane protein 134,protein coding gene
TMEM135,current symbol,MGI:1920009,Tmem135,transmembrane protein 135,protein coding gene
TMEM136,current symbol,MGI:2685030,Tmem136,transmembrane protein 136,protein coding gene
TMEM138,current symbol,MGI:1920232,Tmem138,transmembrane protein 138,protein coding gene
TMEM139,current symbol,MGI:1924444,Tmem139,transmembrane protein 139,protein coding gene
TMEM140,current symbol,MGI:1915737,Tmem140,transmembrane protein 140,protein coding gene
TMEM141,current symbol,MGI:1098773,Tmem141,transmembrane protein 141,protein coding gene
TMEM143,current symbol,MGI:1917459,Tmem143,transmembrane protein 143,protein coding gene
TMEM144,current symbol,MGI:1917902,Tmem144,transmembrane protein 144,protein coding gene
TMEM145,current symbol,MGI:3607779,Tmem145,transmembrane protein 145,protein coding gene
TMEM147,current symbol,MGI:1915011,Tmem147,transmembrane protein 147,protein coding gene
TMEM14A,current symbol,MGI:1922962,Tmem14a,transmembrane protein 14A,protein coding gene
TMEM14C,current symbol,MGI:1913404,Tmem14c,transmembrane protein 14C,protein coding gene
TMEM150,old symbol,MGI:2385244,Tmem150a,transmembrane protein 150A,protein coding gene
TMEM154,current symbol,MGI:2444725,Tmem154,transmembrane protein 154,protein coding gene
TMEM156,current symbol,MGI:2685292,Tmem156,transmembrane protein 156,protein coding gene
TMEM158,current symbol,MGI:1919559,Tmem158,transmembrane protein 158,protein coding gene
